;date;campaign_id;ad_set_id;ad_id;cpm;ctr;spend;clicks;impressions;breakdown_set; breakdowns_old;platform;country_code
527696;2021-01-22;23847039911500713;23847039911650713;23847039927540713;1.34023956;0.73378655;74.52;408;55602;{country};"{""country"": ""MX""}";android;MX
527697;2021-01-22;23847039911500713;23847039911710713;23847039927330713;2.25209482;2.54514496;50.26;568;22317;{country};"{""country"": ""MX""}";android;MX
527698;2021-01-22;23847039910670713;23847039910930713;23847039926670713;2.14923423;2.11221601;59.22;582;27554;{country};"{""country"": ""MX""}";android;MX
527699;2021-01-22;23847039910670713;23847039910920713;23847039926660713;1.2106192;0.65337389;64.48;348;53262;{country};"{""country"": ""MX""}";android;MX
527700;2021-01-22;23847039910140713;23847039910380713;23847039925190713;1.32145205;0.88087064;90.46;603;68455;{country};"{""country"": ""MX""}";android;MX
527701;2021-01-22;23847039910140713;23847039910450713;23847039924950713;2.14529224;1.64833234;61.04;469;28453;{country};"{""country"": ""MX""}";android;MX
527702;2021-01-22;23847030055220713;23847030055290713;23847030061640713;1.2046;0.292;60.23;146;50000;{country};"{""country"": ""MX""}";android;MX
527734;2021-01-22;23847157133170369;23847157133180369;23847157133260369;14.15384615;0.0;1.84;0;130;{country};"{""country"": ""AU""}";android;AU
527763;2021-01-22;23847157133130369;23847157133120369;23847157133250369;19.16666667;0.0;0.23;0;12;{country};"{""country"": ""MX""}";ios;MX
527797;2021-01-22;23847157133130369;23847157133120369;23847157133250369;45.38461538;1.92307692;2.36;1;52;{country};"{""country"": ""AU""}";ios;AU
527832;2021-01-22;23847157133130369;23847157133120369;23847157133240369;9.34782609;2.17391304;0.43;1;46;{country};"{""country"": ""MX""}";ios;MX
527877;2021-01-22;23847157133130369;23847157133120369;23847157133240369;31.64705882;1.17647059;5.38;2;170;{country};"{""country"": ""AU""}";ios;AU
527902;2021-01-22;23847157133130369;23847157133120369;23847157133230369;40.0;0.0;0.28;0;7;{country};"{""country"": ""MX""}";ios;MX
527977;2021-01-22;23847157133170369;23847157133180369;23847157133190369;27.33333333;0.0;1.64;0;60;{country};"{""country"": ""AU""}";android;AU
528002;2021-01-22;23847157133170369;23847157133180369;23847157133160369;8.98550725;0.0;0.62;0;69;{country};"{""country"": ""RU""}";android;RU
528063;2021-01-22;23847157133170369;23847157133180369;23847157133160369;19.375;0.0;1.24;0;64;{country};"{""country"": ""AU""}";android;AU
528085;2021-01-22;23847157133170369;23847157133180369;23847157133150369;10.5;0.0;0.21;0;20;{country};"{""country"": ""RU""}";android;RU
528204;2021-01-22;23847157133170369;23847157133180369;23847157133200369;16.29496403;0.35971223;9.06;2;556;{country};"{""country"": ""AU""}";android;AU
528229;2021-01-22;23847157133170369;23847157133180369;23847157133190369;8.02469136;0.61728395;1.3;1;162;{country};"{""country"": ""RU""}";android;RU
528291;2021-01-22;23847156717270369;23847156717260369;23847156717300369;31.32625995;0.79575597;11.81;3;377;{country};"{""country"": ""AU""}";ios;AU
528325;2021-01-22;23847156717270369;23847156717260369;23847156717290369;11.0;0.0;0.11;0;10;{country};"{""country"": ""MX""}";ios;MX
528378;2021-01-22;23847156717270369;23847156717260369;23847156717290369;17.73195876;0.0;1.72;0;97;{country};"{""country"": ""AU""}";ios;AU
528400;2021-01-22;23847156717270369;23847156717260369;23847156717280369;20.0;0.0;0.04;0;2;{country};"{""country"": ""MX""}";ios;MX
528430;2021-01-22;23847156717270369;23847156717260369;23847156717280369;54.66666667;6.66666667;0.82;1;15;{country};"{""country"": ""AU""}";ios;AU
528450;2021-01-22;23847156717270369;23847156717260369;23847156717320369;37.58333333;0.0;4.51;0;120;{country};"{""country"": ""AU""}";ios;AU
528476;2021-01-22;23847156717270369;23847156717260369;23847156717310369;12.85714286;0.0;0.09;0;7;{country};"{""country"": ""MX""}";ios;MX
528505;2021-01-22;23847156717270369;23847156717260369;23847156717310369;25.2173913;2.89855072;1.74;2;69;{country};"{""country"": ""AU""}";ios;AU
528540;2021-01-22;23847156717270369;23847156717260369;23847156717300369;9.28571429;0.0;0.39;0;42;{country};"{""country"": ""MX""}";ios;MX
528575;2021-01-22;23847156694480369;23847156694470369;23847156694450369;37.57575758;0.0;1.24;0;33;{country};"{""country"": ""AU""}";ios;AU
528618;2021-01-22;23847156667670369;23847156667640369;23847156667710369;5.55555556;0.0;0.1;0;18;{country};"{""country"": ""MX""}";ios;MX
528668;2021-01-22;23847156667670369;23847156667640369;23847156667710369;20.47619048;0.0;0.43;0;21;{country};"{""country"": ""AU""}";ios;AU
528705;2021-01-22;23847156667670369;23847156667640369;23847156667700369;5.76923077;3.84615385;0.15;1;26;{country};"{""country"": ""MX""}";ios;MX
528754;2021-01-22;23847156667670369;23847156667640369;23847156667700369;20.27777778;0.0;0.73;0;36;{country};"{""country"": ""AU""}";ios;AU
528778;2021-01-22;23847156694480369;23847156694470369;23847156694520369;13.33333333;0.0;0.76;0;57;{country};"{""country"": ""MX""}";ios;MX
528834;2021-01-22;23847156694480369;23847156694470369;23847156694520369;48.99122807;0.87719298;11.17;2;228;{country};"{""country"": ""AU""}";ios;AU
528868;2021-01-22;23847156694480369;23847156694470369;23847156694510369;15.0;0.0;0.48;0;32;{country};"{""country"": ""MX""}";ios;MX
528914;2021-01-22;23847156694480369;23847156694470369;23847156694510369;43.56164384;0.0;3.18;0;73;{country};"{""country"": ""AU""}";ios;AU
528935;2021-01-22;23847156631880369;23847156631890369;23847156631900369;10.6557377;0.0;0.65;0;61;{country};"{""country"": ""RU""}";android;RU
528998;2021-01-22;23847156631880369;23847156631890369;23847156631900369;42.85714286;7.14285714;1.8;3;42;{country};"{""country"": ""AU""}";android;AU
529021;2021-01-22;23847156631880369;23847156631890369;23847156631870369;10.0;0.0;0.65;0;65;{country};"{""country"": ""RU""}";android;RU
529087;2021-01-22;23847156631880369;23847156631890369;23847156631870369;22.4137931;1.72413793;1.3;1;58;{country};"{""country"": ""AU""}";android;AU
529110;2021-01-22;23847156631880369;23847156631890369;23847156631860369;16.25;6.25;0.26;1;16;{country};"{""country"": ""RU""}";android;RU
529152;2021-01-22;23847156631880369;23847156631890369;23847156631860369;27.36842105;0.0;1.04;0;38;{country};"{""country"": ""AU""}";android;AU
529178;2021-01-22;23847156631880369;23847156631890369;23847156631850369;8.56643357;1.74825175;2.45;5;286;{country};"{""country"": ""RU""}";android;RU
529255;2021-01-22;23847156631880369;23847156631890369;23847156631850369;29.95652174;2.17391304;6.89;5;230;{country};"{""country"": ""AU""}";android;AU
529273;2021-01-22;23847156631880369;23847156631890369;23847156631840369;18.125;6.25;0.29;1;16;{country};"{""country"": ""RU""}";android;RU
529321;2021-01-22;23847156631880369;23847156631890369;23847156631840369;25.23809524;0.0;0.53;0;21;{country};"{""country"": ""AU""}";android;AU
529392;2021-01-22;23847156667670369;23847156667640369;23847156667690369;5.12605042;0.0;0.61;0;119;{country};"{""country"": ""MX""}";ios;MX
529483;2021-01-22;23847156667670369;23847156667640369;23847156667690369;27.54385965;1.75438596;3.14;2;114;{country};"{""country"": ""AU""}";ios;AU
529587;2021-01-22;23847156667670369;23847156667640369;23847156667680369;23.69565217;0.0;2.18;0;92;{country};"{""country"": ""AU""}";ios;AU
529667;2021-01-22;23847156667670369;23847156667640369;23847156667660369;4.91189427;1.54185022;2.23;7;454;{country};"{""country"": ""MX""}";ios;MX
529746;2021-01-22;23847156667670369;23847156667640369;23847156667650369;2.72727273;0.0;0.06;0;22;{country};"{""country"": ""MX""}";ios;MX
529803;2021-01-22;23847156667670369;23847156667640369;23847156667650369;27.35294118;0.0;0.93;0;34;{country};"{""country"": ""AU""}";ios;AU
529828;2021-01-22;23847156631880369;23847156631890369;23847156631910369;16.21428571;1.42857143;2.27;2;140;{country};"{""country"": ""RU""}";android;RU
529888;2021-01-22;23847156631880369;23847156631890369;23847156631910369;50.73170732;0.0;2.08;0;41;{country};"{""country"": ""AU""}";android;AU
529953;2021-01-22;23847156667670369;23847156667640369;23847156667680369;5.22222222;1.11111111;0.47;1;90;{country};"{""country"": ""MX""}";ios;MX
529964;2021-01-22;23847156585140369;23847156585160369;23847156585260369;11.27659574;0.0;0.53;0;47;{country};"{""country"": ""RU""}";android;RU
530021;2021-01-22;23847156585140369;23847156585160369;23847156585260369;49.09090909;0.0;1.08;0;22;{country};"{""country"": ""AU""}";android;AU
530045;2021-01-22;23847156585140369;23847156585160369;23847156585240369;21.37254902;0.0;1.09;0;51;{country};"{""country"": ""RU""}";android;RU
530114;2021-01-22;23847156585140369;23847156585160369;23847156585240369;28.63636364;2.27272727;1.26;1;44;{country};"{""country"": ""AU""}";android;AU
530138;2021-01-22;23847156585140369;23847156585160369;23847156585220369;14.12844037;1.83486239;1.54;2;109;{country};"{""country"": ""RU""}";android;RU
530171;2021-01-22;23847157133170369;23847157133180369;23847157133200369;4.46464646;0.4040404;2.21;2;495;{country};"{""country"": ""RU""}";android;RU
530184;2021-01-22;23847157133130369;23847157133120369;23847157133230369;20.0;0.0;0.64;0;32;{country};"{""country"": ""AU""}";ios;AU
530203;2021-01-22;23847157133170369;23847157133180369;23847157133140369;8.84615385;0.0;0.23;0;26;{country};"{""country"": ""RU""}";android;RU
530253;2021-01-22;23847157133170369;23847157133180369;23847157133140369;21.66666667;0.0;0.65;0;30;{country};"{""country"": ""AU""}";android;AU
530280;2021-01-22;23847156717270369;23847156717260369;23847156717330369;40.0;0.0;0.2;0;5;{country};"{""country"": ""MX""}";ios;MX
530320;2021-01-22;23847156717270369;23847156717260369;23847156717330369;36.88888889;0.0;1.66;0;45;{country};"{""country"": ""AU""}";ios;AU
530346;2021-01-22;23847156717270369;23847156717260369;23847156717320369;17.69230769;0.0;0.23;0;13;{country};"{""country"": ""MX""}";ios;MX
530411;2021-01-22;23847157133170369;23847157133180369;23847157133150369;17.52688172;1.07526882;1.63;1;93;{country};"{""country"": ""AU""}";android;AU
530434;2021-01-22;23847156694480369;23847156694470369;23847156694500369;10.0;0.0;0.01;0;1;{country};"{""country"": ""MX""}";ios;MX
530460;2021-01-22;23847156694480369;23847156694470369;23847156694500369;34.09090909;0.0;0.75;0;22;{country};"{""country"": ""AU""}";ios;AU
530476;2021-01-22;23847156694480369;23847156694470369;23847156694490369;15.0;0.0;0.03;0;2;{country};"{""country"": ""MX""}";ios;MX
530501;2021-01-22;23847156694480369;23847156694470369;23847156694490369;42.22222222;0.0;0.38;0;9;{country};"{""country"": ""AU""}";ios;AU
530532;2021-01-22;23847156694480369;23847156694470369;23847156694460369;10.0;0.0;0.28;0;28;{country};"{""country"": ""MX""}";ios;MX
530574;2021-01-22;23847156694480369;23847156694470369;23847156694460369;31.5;0.0;1.89;0;60;{country};"{""country"": ""AU""}";ios;AU
530604;2021-01-22;23847156694480369;23847156694470369;23847156694450369;13.33333333;0.0;0.04;0;3;{country};"{""country"": ""MX""}";ios;MX
530646;2021-01-22;23847156335180369;23847156335210369;23847156335190369;5.38359788;1.45502646;4.07;11;756;{country};"{""country"": ""RU""}";android;RU
530746;2021-01-22;23847156335180369;23847156335210369;23847156335190369;61.6;8.0;1.54;2;25;{country};"{""country"": ""AU""}";android;AU
530784;2021-01-22;23847156335180369;23847156335210369;23847156335170369;5.13833992;0.0;1.3;0;253;{country};"{""country"": ""RU""}";android;RU
530859;2021-01-22;23847156335180369;23847156335210369;23847156335170369;22.4;8.0;0.56;2;25;{country};"{""country"": ""AU""}";android;AU
530898;2021-01-22;23847156335180369;23847156335210369;23847156335160369;3.40794224;1.01083032;4.72;14;1385;{country};"{""country"": ""RU""}";android;RU
531003;2021-01-22;23847156335180369;23847156335210369;23847156335160369;18.10289389;1.60771704;5.63;5;311;{country};"{""country"": ""AU""}";android;AU
531052;2021-01-22;23847156585140369;23847156585160369;23847156585220369;46.2962963;0.0;1.25;0;27;{country};"{""country"": ""AU""}";android;AU
531072;2021-01-22;23847156585140369;23847156585160369;23847156585180369;16.15384615;0.0;0.21;0;13;{country};"{""country"": ""RU""}";android;RU
531132;2021-01-22;23847156335180369;23847156335210369;23847156335200369;31.25;0.0;0.75;0;24;{country};"{""country"": ""AU""}";android;AU
531185;2021-01-22;23847156335180369;23847156335210369;23847156335150369;33.33333333;0.0;0.1;0;3;{country};"{""country"": ""AU""}";android;AU
531274;2021-01-22;23847156335180369;23847156335210369;23847156335150369;6.42857143;7.14285714;0.27;3;42;{country};"{""country"": ""RU""}";android;RU
531345;2021-01-22;23847156667670369;23847156667640369;23847156667660369;24.96350365;0.91240876;13.68;5;548;{country};"{""country"": ""AU""}";ios;AU
531389;2021-01-22;23847156335180369;23847156335210369;23847156335220369;2.65765766;0.45045045;0.59;1;222;{country};"{""country"": ""RU""}";android;RU
531482;2021-01-22;23847156335180369;23847156335210369;23847156335220369;19.20634921;0.0;1.21;0;63;{country};"{""country"": ""AU""}";android;AU
531516;2021-01-22;23847156335180369;23847156335210369;23847156335200369;6.77419355;0.0;0.21;0;31;{country};"{""country"": ""RU""}";android;RU
531608;2021-01-22;23847156585140369;23847156585160369;23847156585180369;19.09090909;0.0;0.21;0;11;{country};"{""country"": ""AU""}";android;AU
531634;2021-01-22;23847156585140369;23847156585160369;23847156585170369;14.12955466;1.2145749;3.49;3;247;{country};"{""country"": ""RU""}";android;RU
531710;2021-01-22;23847156585140369;23847156585160369;23847156585170369;32.51533742;2.45398773;5.3;4;163;{country};"{""country"": ""AU""}";android;AU
531730;2021-01-22;23847156585140369;23847156585160369;23847156585150369;12.5;12.5;0.1;1;8;{country};"{""country"": ""RU""}";android;RU
531776;2021-01-22;23847156585140369;23847156585160369;23847156585150369;26.0;0.0;0.13;0;5;{country};"{""country"": ""AU""}";android;AU
531813;2021-01-22;23846528291680717;23846528291700717;23846528291750717;3.24755781;0.62731221;20.190066902599;39;6217;{country};"{""country"": ""RU""}";android;RU
531837;2021-01-22;23846528291680717;23846528291700717;23846528291750717;3.91108374;0.78039927;21.550071409163;43;5510;{country};"{""country"": ""MX""}";android;MX
531861;2021-01-22;23846528291680717;23846528291700717;23846528291750717;0.97914011;1.86643336;211.5207009033;4032;216027;{country};"{""country"": ""IN""}";android;IN
531907;2021-01-22;23846528291680717;23846528291700717;23846528291750717;21.19676445;0.59504132;64.120212471254;18;3025;{country};"{""country"": ""AU""}";android;AU
531961;2021-01-22;23846374662710717;23846374662760717;23846439574080717;45.62881971;0.97087379;9.3995368602574;2;206;{country};"{""country"": ""AU""}";android;AU
531996;2021-01-22;23846374662710717;23846374662760717;23846418354950717;58.0;0.0;0.58;0;10;{country};"{""country"": ""AU""}";android;AU
532136;2021-01-22;23846374662710717;23846374662760717;23846600589750717;61.75675091;0.62761506;59.039453872718;6;956;{country};"{""country"": ""AU""}";android;AU
532164;2021-01-22;23846529555150717;23846529555140717;23846529555160717;2.81513386;0.82011238;545.1;1588;193632;{country};"{""country"": ""RU""}";android;RU
532186;2021-01-22;23846529555150717;23846529555140717;23846529555160717;9.0;0.0;0.09;0;10;{country};"{""country"": ""MX""}";android;MX
532209;2021-01-22;23846529555150717;23846529555140717;23846529555160717;0.87719298;1.75438596;0.05;1;57;{country};"{""country"": ""IN""}";android;IN
532247;2021-01-22;23846529555150717;23846529555140717;23846529555160717;0.0;0.0;0.0;0;2;{country};"{""country"": ""AU""}";android;AU
532275;2021-01-22;23846529523500717;23846529523490717;23846529523480717;3.10350985;0.0;0.090001785702476;0;29;{country};"{""country"": ""RU""}";android;RU
532293;2021-01-22;23846529523500717;23846529523490717;23846529523480717;13.60026984;4.0;0.34000674598713;1;25;{country};"{""country"": ""MX""}";android;MX
532319;2021-01-22;23846374662710717;23846374662760717;23846623074710717;61.88405797;0.0;4.27;0;69;{country};"{""country"": ""AU""}";android;AU
532337;2021-01-22;23846433475350520;23846433475340520;23846433475330520;19.11821603;0.35029878;185.56140477672;34;9706;{country};"{""country"": ""AU""}";android;AU
532368;2021-01-22;23846433090270520;23846433090350520;23846433090520520;17.14466452;0.81760578;251.63224117853;120;14677;{country};"{""country"": ""AU""}";ios;AU
532379;2021-01-22;23846529523500717;23846529523490717;23846529523480717;1.85188859;7.40740741;0.050000992056931;2;27;{country};"{""country"": ""IN""}";android;IN
532409;2021-01-22;23846529523500717;23846529523490717;23846529523480717;14.33361772;0.0;0.43000853168961;0;30;{country};"{""country"": ""AU""}";android;AU
532437;2021-01-22;23846529485440717;23846529485450717;23846529485460717;7.8771888;1.67597765;1.4100167953116;3;179;{country};"{""country"": ""RU""}";android;RU
532457;2021-01-22;23846529485440717;23846529485450717;23846529485460717;11.36377172;0.0;1.0000119115685;0;88;{country};"{""country"": ""MX""}";android;MX
532476;2021-01-22;23846529485440717;23846529485450717;23846529485460717;3.48841365;2.3255814;0.30000357347055;2;86;{country};"{""country"": ""IN""}";android;IN
532513;2021-01-22;23846529485440717;23846529485450717;23846529485460717;22.03729953;0.0;1.1900141747665;0;54;{country};"{""country"": ""AU""}";android;AU
532548;2021-01-19;23847075215780262;23847075216100262;23847075560270262;60.82545439;8.33333333;0.72990545266157;1;12;{country};"{""country"": ""AU""}";android;AU
532564;2021-01-19;23847075215780262;23847075215910262;23847075533930262;2.63157895;0.0;0.05;0;19;{country};"{""country"": ""RU""}";android;RU
532577;2021-01-19;23847075215780262;23847075215910262;23847075533930262;5.23809524;4.76190476;0.22;2;42;{country};"{""country"": ""MX""}";android;MX
532586;2021-01-19;23847075215780262;23847075215910262;23847075533930262;3.33333333;0.0;0.02;0;6;{country};"{""country"": ""IN""}";android;IN
532626;2021-01-22;23847109147680262;23847109157960262;23847109398190262;3.63636364;0.0;0.32;0;88;{country};"{""country"": ""IN""}";ios;IN
532671;2021-01-22;23847109147680262;23847109147670262;23847109398250262;4.24242424;0.0;0.14;0;33;{country};"{""country"": ""IN""}";ios;IN
532680;2021-01-22;23847109147680262;23847109147670262;23847109398250262;30.37037037;0.0;0.82;0;27;{country};"{""country"": ""AU""}";ios;AU
532704;2021-01-22;23847109147680262;23847109147670262;23847109398240262;10.0;0.0;0.04;0;4;{country};"{""country"": ""AU""}";ios;AU
532727;2021-01-22;23847109147680262;23847109147670262;23847109398230262;4.0;0.0;0.04;0;10;{country};"{""country"": ""IN""}";ios;IN
532736;2021-01-22;23847109147680262;23847109147670262;23847109398230262;31.46067416;1.68539326;5.6;3;178;{country};"{""country"": ""AU""}";ios;AU
532758;2021-01-22;23847109147680262;23847109147670262;23847109398220262;4.58333333;0.0;0.11;0;24;{country};"{""country"": ""IN""}";ios;IN
532767;2021-01-22;23847109147680262;23847109147670262;23847109398220262;20.0;0.0;1.16;0;58;{country};"{""country"": ""AU""}";ios;AU
532778;2021-01-22;23847109147680262;23847109157960262;23847109398190262;40.66666667;2.22222222;1.83;1;45;{country};"{""country"": ""AU""}";ios;AU
532794;2021-01-22;23847109147680262;23847109157960262;23847109398180262;0.0;0.0;0.0;0;2;{country};"{""country"": ""IN""}";ios;IN
532800;2021-01-22;23847109147680262;23847109157960262;23847109398180262;18.33333333;0.0;0.11;0;6;{country};"{""country"": ""AU""}";ios;AU
532821;2021-01-22;23847109147680262;23847109147650262;23847109398150262;0.0;0.0;0.0;0;1;{country};"{""country"": ""IN""}";ios;IN
532830;2021-01-22;23847109147680262;23847109147650262;23847109398150262;33.1147541;0.0;2.02;0;61;{country};"{""country"": ""AU""}";ios;AU
532852;2021-01-22;23847109147680262;23847109147650262;23847109398140262;1.66666667;0.0;0.01;0;6;{country};"{""country"": ""IN""}";ios;IN
532861;2021-01-22;23847109147680262;23847109147650262;23847109398140262;38.78787879;0.0;1.28;0;33;{country};"{""country"": ""AU""}";ios;AU
532883;2021-01-22;23847109147680262;23847109147650262;23847109398130262;6.36363636;0.0;0.07;0;11;{country};"{""country"": ""IN""}";ios;IN
532892;2021-01-22;23847109147680262;23847109147650262;23847109398130262;32.89473684;0.0;1.25;0;38;{country};"{""country"": ""AU""}";ios;AU
532900;2021-01-22;23847108951730262;23847108951690262;23847109383310262;5.18796992;0.7518797;1.38;2;266;{country};"{""country"": ""RU""}";android;RU
532921;2021-01-22;23847108951730262;23847108951690262;23847109383310262;26.89655172;0.0;2.34;0;87;{country};"{""country"": ""AU""}";android;AU
532926;2021-01-22;23847109207360262;23847109207320262;23847109358850262;8.23529412;0.0;0.14;0;17;{country};"{""country"": ""RU""}";android;RU
532940;2021-01-22;23847109207360262;23847109207320262;23847109358840262;15.55555556;0.0;0.14;0;9;{country};"{""country"": ""RU""}";android;RU
532961;2021-01-22;23847109147680262;23847109157960262;23847109398210262;1.25;0.0;0.03;0;24;{country};"{""country"": ""IN""}";ios;IN
532970;2021-01-22;23847109147680262;23847109157960262;23847109398210262;74.50980392;0.0;3.8;0;51;{country};"{""country"": ""AU""}";ios;AU
532993;2021-01-22;23847109147680262;23847109157960262;23847109398200262;2.44274809;3.05343511;0.32;4;131;{country};"{""country"": ""IN""}";ios;IN
533002;2021-01-22;23847109147680262;23847109157960262;23847109398200262;53.33333333;0.0;1.6;0;30;{country};"{""country"": ""AU""}";ios;AU
533024;2021-01-22;23847075215780262;23847075216030262;23847075560340262;11.2;0.0;0.28;0;25;{country};"{""country"": ""RU""}";android;RU
533034;2021-01-22;23847075215780262;23847075216030262;23847075560340262;11.25;8.33333333;0.27;2;24;{country};"{""country"": ""MX""}";android;MX
533043;2021-01-22;23847075215780262;23847075216030262;23847075560340262;0.0;0.0;0.0;0;4;{country};"{""country"": ""IN""}";android;IN
533065;2021-01-22;23847075215780262;23847075216030262;23847075560340262;36.84210526;5.26315789;0.7;1;19;{country};"{""country"": ""AU""}";android;AU
533080;2021-01-22;23847075215780262;23847075215800262;23847075560320262;7.40384615;1.92307692;0.77;2;104;{country};"{""country"": ""RU""}";android;RU
533088;2021-01-22;23847075215780262;23847075215800262;23847075560320262;7.5;2.77777778;0.27;1;36;{country};"{""country"": ""MX""}";android;MX
533099;2021-01-22;23847075215780262;23847075215800262;23847075560320262;3.91304348;13.04347826;0.09;3;23;{country};"{""country"": ""IN""}";android;IN
533124;2021-01-22;23847075215780262;23847075215800262;23847075560320262;15.0;0.0;0.03;0;2;{country};"{""country"": ""AU""}";android;AU
533136;2021-01-22;23847075215780262;23847075215800262;23847075560310262;7.24137931;10.34482759;0.21;3;29;{country};"{""country"": ""RU""}";android;RU
533146;2021-01-22;23847075215780262;23847075215800262;23847075560310262;3.33333333;0.0;0.05;0;15;{country};"{""country"": ""MX""}";android;MX
533156;2021-01-22;23847075215780262;23847075215800262;23847075560310262;1.875;12.5;0.03;2;16;{country};"{""country"": ""IN""}";android;IN
533180;2021-01-22;23847075215780262;23847075215800262;23847075560310262;60.0;14.28571429;0.42;1;7;{country};"{""country"": ""AU""}";android;AU
533194;2021-01-22;23847075215780262;23847075216120262;23847075560300262;7.8125;0.0;0.25;0;32;{country};"{""country"": ""RU""}";android;RU
533204;2021-01-22;23847075215780262;23847075216120262;23847075560300262;3.125;6.25;0.05;1;16;{country};"{""country"": ""MX""}";android;MX
533225;2021-01-22;23847108951730262;23847108951690262;23847109336680262;24.21052632;0.52631579;4.6;1;190;{country};"{""country"": ""AU""}";android;AU
533229;2021-01-22;23847108951730262;23847108951690262;23847109336670262;5.0;0.0;0.01;0;2;{country};"{""country"": ""RU""}";android;RU
533288;2021-01-22;23847096990100262;23847096990090262;23847097046180262;78.98832685;2.33463035;20.3;6;257;{country};"{""country"": ""AU""}";android;AU
533326;2021-01-22;23846864424300262;23846864424370262;23847025012070262;119.2173913;1.73913043;13.71;2;115;{country};"{""country"": ""AU""}";ios;AU
533344;2021-01-22;23846989132470262;23846989132490262;23846989132460262;4.02597403;0.86580087;0.93;2;231;{country};"{""country"": ""RU""}";ios;RU
533354;2021-01-22;23846989132470262;23846989132490262;23846989132460262;2.0;0.0;0.01;0;5;{country};"{""country"": ""MX""}";ios;MX
533367;2021-01-22;23846989132470262;23846989132490262;23846989132460262;1.53846154;0.0;0.02;0;13;{country};"{""country"": ""IN""}";ios;IN
533393;2021-01-22;23846989132470262;23846989132490262;23846989132460262;0.0;0.0;0.0;0;1;{country};"{""country"": ""AU""}";ios;AU
533413;2021-01-22;23846989132470262;23846989132370262;23846989132430262;4.57831325;0.0;0.38;0;83;{country};"{""country"": ""RU""}";ios;RU
533422;2021-01-22;23846989132470262;23846989132370262;23846989132430262;3.75;0.0;0.03;0;8;{country};"{""country"": ""MX""}";ios;MX
533460;2021-01-22;23846989132470262;23846989132370262;23846989132430262;23.33333333;0.0;0.21;0;9;{country};"{""country"": ""AU""}";ios;AU
533483;2021-01-22;23846989132470262;23846989132490262;23846989132420262;2.60869565;4.34782609;0.06;1;23;{country};"{""country"": ""RU""}";ios;RU
533492;2021-01-22;23847075215780262;23847075216120262;23847075560300262;2.5;0.0;0.01;0;4;{country};"{""country"": ""IN""}";android;IN
533509;2021-01-22;23846989132470262;23846989132490262;23846989132420262;3.07692308;3.07692308;0.2;2;65;{country};"{""country"": ""MX""}";ios;MX
533525;2021-01-22;23846989132470262;23846989132490262;23846989132420262;1.83098592;0.0;0.13;0;71;{country};"{""country"": ""IN""}";ios;IN
533552;2021-01-22;23846989132470262;23846989132490262;23846989132420262;50.0;0.0;0.05;0;1;{country};"{""country"": ""AU""}";ios;AU
533561;2021-01-22;23846989132470262;23846989132490262;23846989132390262;14.54545455;0.0;0.16;0;11;{country};"{""country"": ""RU""}";ios;RU
533566;2021-01-22;23846989132470262;23846989132490262;23846989132390262;25.0;0.0;0.05;0;2;{country};"{""country"": ""MX""}";ios;MX
533592;2021-01-22;23846989101990262;23846989102020262;23846989102150262;5.55555556;0.52910053;1.05;1;189;{country};"{""country"": ""RU""}";ios;RU
533605;2021-01-22;23847109207360262;23847109207320262;23847109358820262;9.29292929;0.0;0.92;0;99;{country};"{""country"": ""RU""}";android;RU
533619;2021-01-22;23847109207360262;23847109207330262;23847109358810262;2.85714286;0.0;0.04;0;14;{country};"{""country"": ""RU""}";android;RU
533631;2021-01-22;23847109207360262;23847109207330262;23847109358800262;11.69354839;0.0;1.45;0;124;{country};"{""country"": ""RU""}";android;RU
533645;2021-01-22;23847109207360262;23847109207330262;23847109358790262;6.61354582;1.99203187;1.66;5;251;{country};"{""country"": ""RU""}";android;RU
533659;2021-01-22;23847109207360262;23847109207330262;23847109358780262;10.68965517;0.45977011;4.65;2;435;{country};"{""country"": ""RU""}";android;RU
533677;2021-01-22;23847108951730262;23847108951820262;23847109348730262;3.00813008;1.2195122;2.22;9;738;{country};"{""country"": ""RU""}";android;RU
533698;2021-01-22;23847108951730262;23847108951820262;23847109348730262;20.9375;0.0;0.67;0;32;{country};"{""country"": ""AU""}";android;AU
533706;2021-01-22;23847108951730262;23847108951820262;23847109336740262;3.80952381;2.38095238;0.16;1;42;{country};"{""country"": ""RU""}";android;RU
533727;2021-01-22;23847108951730262;23847108951820262;23847109336740262;26.73854447;0.53908356;9.92;2;371;{country};"{""country"": ""AU""}";android;AU
533735;2021-01-22;23847108951730262;23847108951820262;23847109336730262;3.63841808;0.56497175;3.22;5;885;{country};"{""country"": ""RU""}";android;RU
533756;2021-01-22;23847108951730262;23847108951820262;23847109336730262;17.96116505;0.0;1.85;0;103;{country};"{""country"": ""AU""}";android;AU
533764;2021-01-22;23847108951730262;23847108951690262;23847109336690262;3.57142857;0.0;0.05;0;14;{country};"{""country"": ""RU""}";android;RU
533785;2021-01-22;23847108951730262;23847108951690262;23847109336690262;26.33484163;0.45248869;5.82;1;221;{country};"{""country"": ""AU""}";android;AU
533793;2021-01-22;23847108951730262;23847108951690262;23847109336680262;6.76056338;0.0;0.96;0;142;{country};"{""country"": ""RU""}";android;RU
533798;2021-01-22;23847109207360262;23847109207320262;23847109358830262;6.89655172;0.0;0.2;0;29;{country};"{""country"": ""RU""}";android;RU
533819;2021-01-22;23847075215780262;23847075216120262;23847075560300262;91.25;0.0;1.46;0;16;{country};"{""country"": ""AU""}";android;AU
