;date;campaign_id;ad_set_id;ad_id;cpm;ctr;spend;clicks;impressions;breakdown_set; breakdowns_old;platform;country_code
364955;2021-01-14;23846927870210262;23846927870090262;23846928247650262;11.13912232;0.0;0.20050420168067;0;18;{country};"{""country"": ""AU""}";ios;AU
364974;2021-01-14;23846927870210262;23846927870090262;23846928247640262;4.12222878;1.78571429;0.2308448117539;1;56;{country};"{""country"": ""MX""}";ios;MX
364992;2021-01-14;23846927870210262;23846927870090262;23846928247640262;2.63534276;0.55865922;0.47172635445363;1;179;{country};"{""country"": ""IN""}";ios;IN
365025;2021-01-14;23846927870210262;23846927870090262;23846928247640262;17.56427916;0.0;1.5456565656566;0;88;{country};"{""country"": ""AU""}";ios;AU
365051;2021-01-14;23846927870210262;23846927870340262;23846928247620262;31.11111111;0.0;0.28;0;9;{country};"{""country"": ""RU""}";ios;RU
365066;2021-01-14;23846927870210262;23846927870340262;23846928247620262;7.6;0.0;0.19;0;25;{country};"{""country"": ""MX""}";ios;MX
365084;2021-01-14;23846927870210262;23846927870340262;23846928247620262;5.0;0.0;0.21;0;42;{country};"{""country"": ""IN""}";ios;IN
365117;2021-01-14;23846927870210262;23846927870340262;23846928247620262;27.82520325;0.6097561;13.69;3;492;{country};"{""country"": ""AU""}";ios;AU
365138;2021-01-14;23846927870210262;23846927870340262;23846928247610262;9.13043478;0.0;0.42;0;46;{country};"{""country"": ""RU""}";ios;RU
365147;2021-01-14;23846927870210262;23846927870340262;23846928247610262;8.57142857;0.0;0.06;0;7;{country};"{""country"": ""MX""}";ios;MX
365163;2021-01-14;23846927870210262;23846927870090262;23846928247680262;3.01724138;0.0;0.060344827586207;0;20;{country};"{""country"": ""IN""}";ios;IN
365191;2021-01-14;23846927870210262;23846927870090262;23846928247680262;14.03855364;0.0;0.67385057471264;0;48;{country};"{""country"": ""AU""}";ios;AU
365216;2021-01-14;23846927870210262;23846927870090262;23846928247670262;2.95076534;1.2987013;0.68162679425837;3;231;{country};"{""country"": ""RU""}";ios;RU
365234;2021-01-14;23846927870210262;23846927870090262;23846928247670262;2.20037344;0.0;0.090215311004785;0;41;{country};"{""country"": ""MX""}";ios;MX
365275;2021-01-14;23846927870210262;23846927870340262;23846928247600262;16.93548387;0.80645161;2.1;1;124;{country};"{""country"": ""RU""}";ios;RU
365293;2021-01-14;23846927870210262;23846927870340262;23846928247600262;14.70588235;0.0;0.5;0;34;{country};"{""country"": ""MX""}";ios;MX
365314;2021-01-14;23846927870210262;23846927870340262;23846928247600262;10.0;0.68493151;1.46;1;146;{country};"{""country"": ""IN""}";ios;IN
365349;2021-01-14;23846927870210262;23846927870340262;23846928247600262;36.99404762;0.29761905;12.43;1;336;{country};"{""country"": ""AU""}";ios;AU
365380;2021-01-14;23846927870210262;23846927870340262;23846928247590262;26.8;0.0;3.35;0;125;{country};"{""country"": ""RU""}";ios;RU
365404;2021-01-14;23846927870210262;23846927870340262;23846928247590262;11.94805195;0.0;0.92;0;77;{country};"{""country"": ""MX""}";ios;MX
365426;2021-01-14;23846927870210262;23846927870340262;23846928247590262;6.11336032;2.0242915;1.51;5;247;{country};"{""country"": ""IN""}";ios;IN
365476;2021-01-14;23846927870210262;23846927870090262;23846928247640262;5.49354558;0.23094688;2.3787052341598;1;433;{country};"{""country"": ""RU""}";ios;RU
365487;2021-01-14;23846927629360262;23846927629390262;23846927787050262;13.36635707;0.0;0.04009907120743;0;3;{country};"{""country"": ""AU""}";android;AU
365508;2021-01-14;23846927629360262;23846927629390262;23846927787040262;6.27874164;0.0;0.050229933110368;0;8;{country};"{""country"": ""RU""}";android;RU
365525;2021-01-14;23846927629360262;23846927629390262;23846927787040262;2.17210522;1.2012012;0.7233110367893;4;333;{country};"{""country"": ""MX""}";android;MX
365541;2021-01-14;23846927629360262;23846927629390262;23846927787040262;1.81280962;3.0075188;0.24110367892977;4;133;{country};"{""country"": ""IN""}";android;IN
365570;2021-01-14;23846927629360262;23846927629390262;23846927787040262;16.74331104;0.0;0.050229933110368;0;3;{country};"{""country"": ""AU""}";android;AU
365597;2021-01-14;23846927629360262;23846927629390262;23846927787020262;4.35998146;0.0;0.10027957365018;0;23;{country};"{""country"": ""RU""}";android;RU
365616;2021-01-14;23846927629360262;23846927629390262;23846927787020262;3.27837068;1.28205128;0.51142582561594;2;156;{country};"{""country"": ""MX""}";android;MX
365632;2021-01-14;23846927629360262;23846927629390262;23846927787020262;3.27600448;2.14723926;2.1359549187489;14;652;{country};"{""country"": ""IN""}";android;IN
365667;2021-01-14;23846927629360262;23846927629390262;23846927787020262;24.21384827;2.43902439;0.99276777913682;1;41;{country};"{""country"": ""AU""}";android;AU
365681;2021-01-14;23846927870210262;23846927870340262;23846928247610262;10.0;0.0;0.05;0;5;{country};"{""country"": ""IN""}";ios;IN
365705;2021-01-14;23846927870210262;23846927870340262;23846928247610262;57.45098039;0.0;2.93;0;51;{country};"{""country"": ""AU""}";ios;AU
365723;2021-01-14;23846927629360262;23846927629480262;23846927787000262;4.65935672;0.0;0.19103362566243;0;41;{country};"{""country"": ""MX""}";android;MX
365735;2021-01-14;23846927629360262;23846927629480262;23846927787000262;3.6403867;1.72413793;0.21114242836374;1;58;{country};"{""country"": ""IN""}";android;IN
365761;2021-01-14;23846927629360262;23846927629480262;23846927787000262;41.49725648;0.0;4.564698213197;0;110;{country};"{""country"": ""AU""}";android;AU
365776;2021-01-14;23846927629360262;23846927629480262;23846927786990262;4.71958568;0.0;0.080232956491949;0;17;{country};"{""country"": ""RU""}";android;RU
365790;2021-01-14;23846927629360262;23846927629480262;23846927786990262;5.01455978;1.92307692;0.26075710859884;1;52;{country};"{""country"": ""MX""}";android;MX
365803;2021-01-14;23846927629360262;23846927629480262;23846927786990262;0.45586907;0.0;0.010029119561494;0;22;{country};"{""country"": ""IN""}";android;IN
365824;2021-01-14;23846927629360262;23846927629480262;23846927786990262;103.63423547;0.0;0.62180541281261;0;6;{country};"{""country"": ""AU""}";android;AU
365849;2021-01-14;23846927629360262;23846927629480262;23846927786960262;7.17134674;0.9009009;0.79601948860722;1;111;{country};"{""country"": ""RU""}";android;RU
365867;2021-01-14;23846927629360262;23846927629480262;23846927786960262;5.11935767;0.0;0.63480035167412;0;124;{country};"{""country"": ""MX""}";android;MX
365886;2021-01-14;23846927629360262;23846927629480262;23846927786960262;1.6418083;3.514377;0.51388599897428;11;313;{country};"{""country"": ""IN""}";android;IN
365927;2021-01-14;23846927870210262;23846927870340262;23846928247590262;37.14285714;0.66666667;39.0;7;1050;{country};"{""country"": ""AU""}";ios;AU
365949;2021-01-14;23846927870210262;23846927870340262;23846928247580262;10.0;0.0;0.12;0;12;{country};"{""country"": ""RU""}";ios;RU
365961;2021-01-14;23846927870210262;23846927870340262;23846928247580262;1.0;0.0;0.01;0;10;{country};"{""country"": ""MX""}";ios;MX
365975;2021-01-14;23846927870210262;23846927870340262;23846928247580262;2.96296296;0.0;0.08;0;27;{country};"{""country"": ""IN""}";ios;IN
366004;2021-01-14;23846927870210262;23846927870340262;23846928247580262;24.19354839;3.22580645;2.25;3;93;{country};"{""country"": ""AU""}";ios;AU
366025;2021-01-14;23846927629360262;23846927629390262;23846927787050262;2.97030157;0.0;0.16039628482972;0;54;{country};"{""country"": ""RU""}";android;RU
366037;2021-01-14;23846927629360262;23846927629390262;23846927787050262;1.54227197;0.0;0.020049535603715;0;13;{country};"{""country"": ""MX""}";android;MX
366051;2021-01-14;23846927629360262;23846927629390262;23846927787050262;1.02293549;0.0;0.050123839009288;0;49;{country};"{""country"": ""IN""}";android;IN
366081;2021-01-14;23846927629360262;23846927629490262;23846927786810262;4.1239322;1.86915888;0.44126074498567;2;107;{country};"{""country"": ""RU""}";android;RU
366101;2021-01-14;23846927629360262;23846927629490262;23846927786810262;4.87106017;0.0;0.34097421203438;0;70;{country};"{""country"": ""MX""}";android;MX
366120;2021-01-14;23846927629360262;23846927629490262;23846927786810262;3.20916905;2.4;2.0057306590258;15;625;{country};"{""country"": ""IN""}";android;IN
366157;2021-01-14;23846927629360262;23846927629490262;23846927786810262;46.80038204;0.0;1.4040114613181;0;30;{country};"{""country"": ""AU""}";android;AU
366202;2021-01-14;23846911615830262;23846911615870262;23846911637870262;7.22222222;0.0;0.13;0;18;{country};"{""country"": ""RU""}";android;RU
366224;2021-01-14;23846911615830262;23846911615870262;23846911637870262;6.95652174;0.86956522;0.8;1;115;{country};"{""country"": ""MX""}";android;MX
366244;2021-01-14;23846911615830262;23846911615870262;23846911637870262;5.28473804;0.45558087;2.32;2;439;{country};"{""country"": ""IN""}";android;IN
366274;2021-01-14;23846927629360262;23846927629390262;23846927787010262;0.0;0.0;0.0;0;5;{country};"{""country"": ""RU""}";android;RU
366284;2021-01-14;23846927629360262;23846927629390262;23846927787010262;3.34995844;0.0;0.010049875311721;0;3;{country};"{""country"": ""MX""}";android;MX
366292;2021-01-14;23846927629360262;23846927629390262;23846927787010262;0.0;0.0;0.0;0;6;{country};"{""country"": ""IN""}";android;IN
366328;2021-01-14;23846927629360262;23846927629480262;23846927787000262;16.75733558;0.0;0.25136003376636;0;15;{country};"{""country"": ""RU""}";android;RU
366339;2021-01-14;23846911615830262;23846911615870262;23846911637850262;40.55327398;0.0729927;55.557985350642;1;1370;{country};"{""country"": ""AU""}";android;AU
366365;2021-01-14;23846911615830262;23846911615870262;23846911637840262;5.71428571;0.0;0.04;0;7;{country};"{""country"": ""RU""}";android;RU
366374;2021-01-14;23846911615830262;23846911615870262;23846911637840262;5.38461538;0.0;0.07;0;13;{country};"{""country"": ""MX""}";android;MX
366387;2021-01-14;23846911615830262;23846911615870262;23846911637840262;8.75;0.0;0.07;0;8;{country};"{""country"": ""IN""}";android;IN
366412;2021-01-14;23846911615830262;23846911615870262;23846911637840262;22.98701299;0.0;1.77;0;77;{country};"{""country"": ""AU""}";android;AU
366442;2021-01-14;23846927629360262;23846927629470262;23846927786860262;95.29582193;2.56410256;3.7165370550951;1;39;{country};"{""country"": ""AU""}";android;AU
366486;2021-01-14;23846864424300262;23846864424330262;23846864424320262;11.13619263;0.0;0.10022573363431;0;9;{country};"{""country"": ""AU""}";ios;AU
366498;2021-01-14;23846864424300262;23846864424370262;23846864424290262;0.0;0.0;0.0;0;1;{country};"{""country"": ""MX""}";ios;MX
366501;2021-01-14;23846864424300262;23846864424370262;23846864424290262;0.0;0.0;0.0;0;1;{country};"{""country"": ""IN""}";ios;IN
366511;2021-01-14;23846864424300262;23846864424370262;23846864424290262;13.33333333;11.11111111;0.12;1;9;{country};"{""country"": ""AU""}";ios;AU
366521;2021-01-14;23846864398700262;23846864398600262;23846864398690262;41.70385396;0.0;0.041703853955375;0;1;{country};"{""country"": ""AU""}";ios;AU
366542;2021-01-14;23846989163850262;23846989163870262;23846989163770262;20.85925926;0.52631579;3.9632592592593;1;190;{country};"{""country"": ""AU""}";ios;AU
366563;2021-01-14;23846989132470262;23846989132370262;23846989132400262;2.43902439;0.0;0.2;0;82;{country};"{""country"": ""RU""}";ios;RU
366578;2021-01-14;23846989132470262;23846989132370262;23846989132400262;0.0;0.0;0.0;0;1;{country};"{""country"": ""MX""}";ios;MX
366593;2021-01-14;23846989132470262;23846989132370262;23846989132400262;0.0;0.0;0.0;0;10;{country};"{""country"": ""IN""}";ios;IN
366619;2021-01-14;23846989132470262;23846989132370262;23846989132400262;12.85714286;0.0;0.09;0;7;{country};"{""country"": ""AU""}";ios;AU
366633;2021-01-14;23846989132470262;23846989132490262;23846989132390262;4.67973856;0.0;0.070196078431373;0;15;{country};"{""country"": ""RU""}";ios;RU
366640;2021-01-14;23846989132470262;23846989132490262;23846989132390262;0.0;0.0;0.0;0;1;{country};"{""country"": ""MX""}";ios;MX
366651;2021-01-14;23846989132470262;23846989132490262;23846989132390262;0.0;0.0;0.0;0;2;{country};"{""country"": ""IN""}";ios;IN
366673;2021-01-14;23846989132470262;23846989132490262;23846989132390262;20.05602241;0.0;0.020056022408964;0;1;{country};"{""country"": ""AU""}";ios;AU
366692;2021-01-14;23846989101990262;23846989102160262;23846989102130262;1.39227545;3.44827586;0.040375988036744;1;29;{country};"{""country"": ""RU""}";ios;RU
366704;2021-01-14;23846989101990262;23846989102160262;23846989102130262;2.39518573;0.0;0.14131595812861;0;59;{country};"{""country"": ""MX""}";ios;MX
366714;2021-01-14;23846989101990262;23846989102160262;23846989102130262;2.10291604;8.33333333;0.05046998504593;2;24;{country};"{""country"": ""IN""}";ios;IN
366736;2021-01-14;23846989163850262;23846989163870262;23846989163770262;37.5308642;0.0;0.15012345679012;0;4;{country};"{""country"": ""IN""}";ios;IN
366756;2021-01-14;23846989101990262;23846989102070262;23846989102030262;8.59411288;0.0;0.060158790170132;0;7;{country};"{""country"": ""IN""}";ios;IN
366780;2021-01-14;23846989101990262;23846989102070262;23846989102030262;24.1314921;1.69491525;1.4237580340265;1;59;{country};"{""country"": ""AU""}";ios;AU
366804;2021-01-14;23846989101990262;23846989102070262;23846989102010262;6.36997377;1.2195122;1.0446756983575;2;164;{country};"{""country"": ""RU""}";ios;RU
366823;2021-01-14;23846989101990262;23846989102070262;23846989102010262;4.59420589;0.0;0.59265255964513;0;129;{country};"{""country"": ""MX""}";ios;MX
366840;2021-01-14;23846989101990262;23846989102070262;23846989102010262;4.19018275;1.71428571;0.73328198057787;3;175;{country};"{""country"": ""IN""}";ios;IN
366873;2021-01-14;23846989101990262;23846989102070262;23846989102010262;20.88995823;0.88495575;2.3605652799425;1;113;{country};"{""country"": ""AU""}";ios;AU
366896;2021-01-14;23846989101990262;23846989102070262;23846989102000262;2.93028488;0.0;0.070326837190418;0;24;{country};"{""country"": ""RU""}";ios;RU
366912;2021-01-14;23846989101990262;23846989102070262;23846989102000262;4.20134352;0.0;0.23107389362566;0;55;{country};"{""country"": ""MX""}";ios;MX
366926;2021-01-14;23846989101990262;23846989102070262;23846989102000262;0.80373528;0.0;0.020093382054405;0;25;{country};"{""country"": ""IN""}";ios;IN
366964;2021-01-14;23846911615830262;23846911615870262;23846911637870262;29.94594595;0.0;5.54;0;185;{country};"{""country"": ""AU""}";android;AU
367001;2021-01-14;23846911615830262;23846911615870262;23846911637850262;14.1994851;2.0;0.70997425484082;1;50;{country};"{""country"": ""RU""}";android;RU
367024;2021-01-14;23846911615830262;23846911615870262;23846911637850262;9.32927064;0.55865922;1.6699394444847;1;179;{country};"{""country"": ""MX""}";android;MX
367047;2021-01-14;23846911615830262;23846911615870262;23846911637850262;4.45601582;1.16156283;4.2198469794764;11;947;{country};"{""country"": ""IN""}";android;IN
367086;2021-01-14;23846882600420262;23846882600640262;23846882600580262;23.30546152;0.0;4.5212595353675;0;194;{country};"{""country"": ""AU""}";android;AU
367100;2021-01-14;23846826248500262;23846826248480262;23846827323700262;11.75003923;0.0;1.7390058064495;0;148;{country};"{""country"": ""RU""}";android;RU
367124;2021-01-14;23846826248500262;23846826248480262;23846827323700262;5.38918068;0.72254335;14.917252120064;20;2768;{country};"{""country"": ""MX""}";android;MX
367148;2021-01-14;23846826248500262;23846826248480262;23846827323700262;5.29055615;1.83066362;2.3119730374762;8;437;{country};"{""country"": ""IN""}";android;IN
367193;2021-01-14;23846826248500262;23846826248480262;23846827323700262;28.41290797;0.12512513;113.53798025345;5;3996;{country};"{""country"": ""AU""}";android;AU
367231;2021-01-14;23846826014940262;23846826014980262;23846827202580262;24.65116279;0.0;11.66;0;473;{country};"{""country"": ""AU""}";ios;AU
367260;2021-01-14;23846826092990262;23846826093150262;23846827138020262;5.94905047;0.55555556;10.708290847666;10;1800;{country};"{""country"": ""RU""}";ios;RU
367281;2021-01-14;23846826092990262;23846826093150262;23846827138020262;4.08090352;0.0;0.39176673832924;0;96;{country};"{""country"": ""MX""}";ios;MX
367335;2021-01-14;23846882600420262;23846882600630262;23846882600620262;6.18596393;2.29885057;0.53817886178862;2;87;{country};"{""country"": ""RU""}";android;RU
367354;2021-01-14;23846882600420262;23846882600630262;23846882600620262;6.55474255;0.0;0.19664227642276;0;30;{country};"{""country"": ""MX""}";android;MX
367375;2021-01-14;23846882600420262;23846882600630262;23846882600620262;2.00092141;1.0;0.60027642276423;3;300;{country};"{""country"": ""IN""}";android;IN
367411;2021-01-14;23846882600420262;23846882600630262;23846882600620262;28.72012195;0.0;1.1488048780488;0;40;{country};"{""country"": ""AU""}";android;AU
367450;2021-01-14;23846882600420262;23846882600640262;23846882600590262;12.8075077;0.79051383;3.2402994479168;2;253;{country};"{""country"": ""RU""}";android;RU
